check_stop,sentiment
definition recovery finishing days mandatory quarantine tested negative discharged,neutral
something not right number fake,negative
esok naik ribu lusa turun raya cina naik tak habis pkp sampai rayat kebuluran good goob kerajaan 🤮 🤮 🤮,negative
baik buka balik border tidak mengaparlu kuarantina hotel naya balik jumpa sakit urus cuti limited bukan baik teruk,negative
isnin baru pm pgumuman tak pkp tidak kena jaga diri jaga sop jangan hrpkan kerajaan frontliner tapi diri keluar mask tak pakai tidak pakai hand sanitizer,negative
pkp hanya kertas tidak fungsi roadblock hanya lpaskan pkp pkpp baik tidak yah pkp federal hgway kereta banyak nkva jem kerja sektor tutup tidak banyak kes meningkat tidak faham hampa fikir frontliners kiok ambil serius ikut singapora korea tangani covid,negative
balik kampung raya patuhi sop ketat turun angka jangan nt kerajaan buka smpadan boleh rentas negeri daerah pakat kmas beg rugi tak beraya nt btahan sop janji boleh kerja kang tak dengar time raya kes naik haa ambil memasing tmasuk 😭 😭 😭,negative
degil tidak mengalah piala no kemon selangorku,negative
tahniah,positive
wow enggan mengaku kalah mengejar pendahulu wujudnya kluster baru ramai pelancong negeri masuk terharunya bersesak kedai nasi kandar moga maju tidak ketinggalan pelan mengorak langkah ramai perantau pulang kampung halaman menghabiskan cuti kipidap tahniah rakyat malaysia mengekalkan angka berkepa tabah frontliners,negative
menteri pelajaran tidak nampak kes tinggi tapi tergesa gesa suruh budak pergi sekolah kes harian angka dalm masa pkp,negative
harap tidak payah roadblock kena kerja tapi tinggal pejabat seksanya 😭,negative
mencemaskan menakutkan meningkat jangkitan jag,negative
nampaknya menghampiri jdt 😐 😐 😐,negative
dear kkm please tell government know important operating mco economy might affected infected numbers not reduced economy still nt recovered short term suffering mco better future malaysia 🙏 🏻 🙏 🏻 🙏 🏻 🙏 🏻,negative
public holidays jalan 🙄,negative
rindunya keluarga terutamanya tersayang,neutral
pkp baik sesi persekolahan jangan start buka sekolah budak bersemangat sek rindu jumpa kawan baru depa seronok sek tidak sampai sebulan pkp kesian depa kena bljq rumah emosi terganggu budak sek ren tadika depa bukan faham situasi 😢,negative
lubuk iyer,negative
ahad kurang 🤣,neutral
beza pkp kedai buka kesian facial peniagaan tidak dibenar berniaga salah pkp ‘ professional manage bukan manage kedai keluarga tapi negara world look rakyat tengok minyak minggu naik rakyat derita,negative
rindu bazaar ramadhan sabino fujimat,neutral
cant people say something positive negative,negative
cra kes tidak meningkat jangan pergi swab test kes berkurang gatai pergi swab test tidak sihat duduk rumah diam gurau jangan serius 😂 😂,neutral
start ribu riban kes allahu moga sinar malaysia zero kes,negative
harap baru cina jangan boleh balik kampung raya krismas kesian barisanhadapan,negative
mean performance air suam flop sounds like yr still drifting away soon seems confidently also higher wave near undoubtedly sure know put nation another no top first fourth wave history pandemic forbes aside bila,negative
alhamdullil seronoknya tengok kes turun,positive
doa covid menurun doakan kebaikkan makbulkan tidak jangan keluarkan keji lahir hati,positive
buatlah pkp zero tolonglah minggu jangan keluar tutup mall tutup kilang cukupkan bareng dapor susah asas beras telor tepong bwg roti ikan bilis dgnya berkorban minggu kena hadap covid bertahun maaf penat 🙏 🙏 🙏 🙏 🙏 🙏 🙏,negative
kes tinggi happened sop,negative
konoi jang gunting rambut selon rambut pasar malam buko solat jumaat bilo buko,negative
alhamdulillah moga kes turun lnyap amin,positive
sekolah buka ikut peringkat bukan masa sesuai buka sekolah kena tunggu kena control rentas negeri red zone keluar negeri tidak control rentas negeri jadi bertambah buruk merayu pm berfikir keputusan banyak procedure fikir tidak tepat pm putuskan lihatlah,negative
mudah mudahan menurun kes,positive
alhamduli pmbukaan boleh mkn kedai buka kedaii bersukan kes tinggi harap feb pkp ditamatkan amin,positive
trend menaik sop diperketatkan,negative
ribu kes harian jadi top balik pegang meningkat innalil tidak ikut sop semoga frontliners tabah,negative
alhamdulillah tanah airku sihat sabahan jaga pelan sembuh tidak janji kurang kes,positive
total lockdown pm kena bertindak bimbang hospital jem,negative
kkm lawak rnr gurun duduk nampak ramai balik bercuti boleh rentas tidak 😑,negative
krajaan kkm total gagal mansuh darurat buka parlimen tkar krajaan,negative
fungsi vaccine sebenar cakap baik mencegah menyembuh,neutral
peningkatan kesembuhan terkini tidak mustahil masa sebulan kes aktif berkurang izin,positive
mati campur sebulan rakyat mati sebulan covid,negative
gara banyak company claim perkeso berlumba test,negative
balance kredit,neutral
kais makan kais mkn kwsp tidak lulus pkp terbaik,negative
moh sincere reporting daily testing no point hvg ribu cases one day next day shotup ribu mco shd end continue cmco people happy not restricted fines tink wl observed strictly sops every one reporting vvips care abt sop get away double standards no point continue mco defeats objectives,negative
kes active kematian terbukti pkp zero tidak berkesan pkp sampai gayanya,negative
merangkul piala dikuti ditinggal,neutral
high cases days ago theoretically recover hence high numbers recoveries cny less testing factories etc hence lower number new cases aisay get excited,negative
pasar malam salon boleh buka pasar kedai kain tidak boleh,negative
pru kes tinggi rakyat konon,negative
punca bahana kes naik industri kilang tapak pembinaan kluster baru kena ikut sop social distancing jaga keluar kkm radius duduk bertapa rumah berbulan keluarkan simpanan selagi kena saman ingkar sop dinaikkan dengar jaga jamin kes boleh turun rakyat ekonomi penting nyawa hangpa hidup lama pandai lar jaga hospital fully booked habaq tidak cerdik meluahkan lama perhati 😎 sekian 😎 😎,negative
alhamdulillah kes sembuh tertinggi setakat kes sembuh tinggi kes berkurang,positive
penah bermimpi wall kkm pnah tulis kes telur ayam,neutral
kes tinggi hampa suruh pkp bising awat pkp haa kena pening baru masuk pkp tak kes turun mendadak mungkin ar beribu kes,negative
alhamdulillah harap mass screening,neutral
kejar 🤣,neutral
sekolah buka parents berani hantar anak sekolah tidak kurang digit still tunggu pengumuman kementerian pendidikan malaysia,negative
stop praying best 🤲 🏻 best things take care everyone us may tendency get sars covid body may protect us beloved one amin,positive
selagi tidak lockdown tujuan putuskan rangkaian kes baharu wujud,negative
ketatkan pkp mungkin boleh berjaya cepat sengsara kejap mungkin conform lama ramai terkesan,negative
data harian meninggal bukan covid mati sakit jantung buah pinggang kemalangan rakyat,negative
reda ramai tidak mengamalkan sop contoh batu pahat ramai berkumpul minum direstoran tidak penguatkuasa ambil tindakaan,negative
tak kisah ribu kes sehari penting ribu sembuh mengurangkan kes aktif hospital kes baru negative kes sembuh negative sehari mengurangkan kes aktif negative sehari,positive
taniah terbaik kes baharu kurang kes sembuh 👍 🏻,positive
bersyukur ridho semoga swt angakat penyakit berjangkit amin,positive
alhamdulillah moga sinar arah rentas negeri walaupun sipi,positive
pkp malaya vs pkp borneo ketat sop malaya sampai kes naik balik,negative
recovery long time 🙌 🏻 🙌 🏻 🙌 🏻,positive
pkp tak berkesan boleh keluarkan sekejap malaysia,negative
alhamdulillah walaupun kes baru tinggi kes sembuh kekal tinggi doa kes aktif turun mendadak minggu 😥 double number,positive
alhamdulillah syukur kes turun jangan naik vaksin kes turun harap 🙏,positive
banyak ikutkan tapi close kontek trpksa bayar swab jadi ambil kputusan self kuarantin kkm tidak tangan swab perkeso stop saringan local foreigner jadi boleh kalah,negative
kontak rapat tak swap test walo wife maeps sibuk layan kes harian tak payah cita mencegah baik merawat,negative
bawa bersabar baru pkp makan masalah turunkan sikit tunggu minggu baru nampak kes turun ridak,neutral
alhamdulillah jangan buka rentas negeri tunggu raya,positive
cadangan admin boleh kes icu font new cases 😅 relevan,neutral
alhamdulillah kes sembuh tinggi harapnya trend berkekalan,positive
nampaknyaa masuk carta top mungkin juara baru dinobatkan,negative
malaysia tutup pintu masuk tapi kes naik bagus aktifitas ibadah berjamaah masjid berdoa bzikir bsma slma rumah hanya takut covid,negative
pkp ituu sihat bukan vaksin manusia taktau jadi,negative
ekonomi penting tapi nyawa kesihatan penting saja total lockdown,negative
liga super jdt power kes covid sah angkat cup covid 😂 😂,neutral
hemat rakyat ketua keluarga bujang kaya miskin masa ketua keluarga beli persiapan barang lockdown seminggu tak keluaq hospital turun banyak kes,neutral
menjelang raya meriah,neutral
permulaan peningkatan kes politik merebut kuasa rakyat berperang bulan terkurung diberhenti dipotong gaji ahli politik tahi sekian,negative
alhamduli kes sembuh capai ribu kes aktif berkurangan semoga icu cepat sembuh,positive
cina raya kes kasi turun nty melayu raya kes kasi ribu heng ar,negative
menurun naik 😑,negative
patient tested positive diarah quarantine rumah tanpa gelang adakah nombor kes baru tidak 🙈,neutral
jangan salahkan kerajaan depa sedaya upaya menjaga hati rakyat pelbagai segi masa rakyat jaga diri nama pkp jangan duduk kesana walaupun pkp zero longgar zero kereta bersepah degil sopa kesian frontliners depa penat kes angka katil icu penuh,negative
sekolah swab test guru ramai dijangkiti kerja tidak mustahil guru kontak rapat,neutral
🙏 🏾 good news allowing dine cases drop aduii,negative
try pkpd malaysia minggu,neutral
tidak payah pkp kulai relaks bawa sefamily sopink aeon pasar ikan,negative
adakah memperketatkan sop membolehkan kes harian covid menurun kerajaan tidak mengambil inisiatif tidak peka kes harian kebanyakkannya kluster kerja tindakan kerajaan selagi kerajaan leka tidak menghiraukan kluster kerja susah kawal kes harian meningkat kerajaan memberhentikan operasi kilang tapak pembinaan terjejas kes covid baru boleh nampak kesannya,negative
kes meningkat pekerja asing tidak follow sop kilang tidak kawal asrama penjarakan sosial ketatkan laksanakan undang tegas kilang separate jangkitan warganegara tidak banyak penyumbang kes terbesar warga asing banyak wang diperuntukkan bila pkp rakyat negara terjejas disebabkkan warga asing fikir sikit kerajaan sampai bila bela warga asing rakyat ramai sengsara warga asing patutnya dihantar pulang kr negara bukan tanggung jaga kebajikan penat follow sop tapi punca kes,negative
brunei government known strictness politicians asasnya among royals back decisions made either like live,negative
champion today,negative
menang kes boleh mencanak balik beria push enemy sampai base tapi sekor ekor bebal duduk main recall base enemy comeback 😭 sakit hati sakit team myanmar 😭,negative
alhamdulillah harap menurun jangan rentas negeri,positive
harap zero kes seminggu sah zero direct jangan buka sempadan negara sampai pulih buka hanya bisnes saja,neutral
harapan bulan ramadan harap masjid dibuka mengikut kapasiti masjid hadkan bila jemaah ramai solat berjemaah solat terawih sop cek suhu bulan ramadan bulan mulia peluang umat islam mendoa wabak pergi muka bumi makbulkan doa pasang ayat suci quran bulan ramadhan,positive
angka tinggi kilang covid beroperasi bila kes tidak turun rakyat tanggung sambung pkp rakyat degil,negative
komen negative salahkan bende jadi pakat ambil iktibar negative kena bersatu hati tolak ego kpentingan negative malaysia pkp total lockdown min minggu max bulan pkp zero negative jangan fikir pasal ekonomi kejap jangan fikir pasal rakyat terjejas negative sedia maklum rakyat malaysia perihatin negative rakyat terkesan mknan kena saluran info golongan sumbangan cepat rakyat boleh sumbagan wakil negative kerajaan kena buka jalan wakil bantu pekerjaan salur bantuan cepat sop ketat negative jalan tapi susah arah jalan tiada kerjasama negative bersatu hati berganding bahu carik jalan terbaik negative ikut kerajaan dengar care terbaik rakyat negative pgg jaga negative stop tunding jari negative kena kuat mangsa tak bersalah boleh 💪 💪 💪 💪 💪 💪 please rakyat merayu,positive
allahh skian lama tak nampak angka 😌 semoga esok lusa rtus,positive
another movie star change whole kkm top guys failed job rather giving ideas speach rakyat nazril talking another bullshit,negative
tidak kisah dengar vaksin come mkn tutup sat pintu sempadan negeri tidak mengaparnah dengar prevent better cure,negative
please not loosen sop number going hold tight chinese countryman still enjoy cny covid believe everyone wants meet love ones healthy body gong xi fa chai,positive
kes kurang test kurang penipuan kerajaan rakyat malaysia cny kes meningkat mendadak baru keluarkan reports,negative
malaysia herba covid diuji pesakit positif covid brjaya dipulihkan,neutral
red zon boleh pergi mari cite bbulan tidak balik kampung menahan rindu rela duduk rumah,negative
kematian tinggi kematian,negative
alhamdulillah menurun kes sembuh,positive
gov fikir jalan terbaik membuka ruang peniaga barbr kedai baju mengharapkan penurunan covid masa berpanjangan peningkatan terkesan golongan peniaga mohon gov fikir jangan menganak tikiran golongan sektor berlaku jankitan dibuka majunya terima kasih,negative
real lockdown not bring cases give frontliners breathing space medical infrastructure relief ultimately sense downward trend number cases please wait till point no return 🙏 🏻,negative
disamping menjaga sop mengikut undang pkp perbanyakkan amalan wajib sunnah rumah masjid,neutral
padan muka netizen suka merayap tidak habis holiday sakan,negative
bau balik beraya kampung,positive
àlhamdulil bau bazaar ramadan 😂 😂 berangan tak salah 😂 😂,positive
cadangan statistik harian esok mohon masukkan bila individu ambil vaksin,neutral
seram pulok tengok kes kematian arr,negative
expect encourage bazaar ramadan normal pasar malam proud boosting economy exposing public,positive
semoga ramai sembuh inshaal,positive
alhmdulil menurun,positive
😂 still many cases allow entertainment leisure activities months cases increase mco malaysian government children play area 😂,negative
tahniah maintain menurun kes,positive
suggest stu khas ltak psakit positif mall sluruh malaysia sruh polis askar rehat depa positif mlintas sjr sruh depa peluk cium maaf zahir batin 😌 😌,negative
tiada upaya kekuasaan,negative
innalil kes naik sikit jadi ribu balik rentas negeri daerah kena ketatkan balik balik sektor swasta makanan sampai pm kesihatan sektor ekonomi,negative
suruh lockdown kerja gaji takpa kena fikir meniaga jalan dll mungkin pendapatan harian lockdown tanggung makan minum tak harapkan uel jaa kerajaan inisiatif masuk gua,negative
bosan angka saja hidup anak sekolah kesian masa anak pandai jaga diri covid sop dicipta manusia mengamalkan ayat pelindung mujarab melindungi please bebaskan kehidupan anak sekolah hidupkan suasana masjid alunan azan percayakan alunan azan melenyapkan kuman hantar lepaskan kerajaan,negative
kes tinggi bila buka parlimen,negative
setuju lockdown tidak minggu landaikan kes luluskan pengeluaran sinar tanpa syrat duit tangan tak istilah tak duit mkn susah merana kes tidak terkawal fasiliti kesihatan lumpuh sepenuhnya fasiliti kesihatan bukan pesakit covid ramai pesakit kronik bukan covid perkhimatan kesihatan dapatkan hak rawatan kesihatan hospital penuh kes covid,negative
drop testing possible much burden current frontliner need take care hospitalised covid patient curious,negative
alhamduli mac buleh rentas negeri rindu kampung sanak saudara,neutral
egt mencabar simpan duit 🤭 kena pkp balik tak asik melalak duit tak,negative
alhamdulillah nampak turun sikit sembuh ramai keep malaysian,positive
sell skin caught bear faham,negative
pkp longgar rakyat ketat longgar lockdown tahi otak,negative
kesalahan kerajaan tidak ambil tindakan diwar kes cecah angka sibuk berpolitik turun angka makan masa bulan kes turun angka,negative
th waves come anytima days cases gonna rise no proper sop pasar ramadan,negative
banyak improvement momentum nyah covid,positive
sektor perkilangan diperketakan sektor pembinaan sektor penyumbang peningkatan kes,negative
tarik balik rentas negeri ketat pkpb limit pergerakan gara gathering terpalit kena swab test positif mask tak pakai penjarakan sosial tak lepak bunda lama terperap jaga sop kena depression dek orgblain tak jaga sop,negative
menjulang carta jaga guys,neutral
fatihah takziah ramainya meninggal dunia tahniah frontliner semoga melindungi,positive
harap kkm pertimbang sop kilang tengok kilang kluster baru fasa pekerja kilang vaccine turun kes kluster kilang,negative
alhamdulillah penurunan sikit rindu angka rendah,positive
logik akalnya baru mco tak kes turun mendadak berprasangka baik fikir baik dijelajah covid bukan sehari detect please rational believe total case slowly going,positive
syukur kes aktif turun tahniah frontliner rindu angka semoga vaksin putuskan rantaian covid,positive
alhamdulillah kasih semoga lengkuk kes baru covid menurun sifar,positive
alhamdulillah tapi tidak boleh rentas negeri 😔,neutral
alhamdulillah turun go malaysian usaha doa baik semoga berterusan walaupun boleh makan kedai jaga jarak hati,positive
ribu turun naik turun naik,negative
kurang percaya kes ribu tidak jadi istihar darurat tempoh,negative
kkm penat mengadu sedar ikan bilis boss kilang ikan jaws kerja kes positif tidak kkm tidak banyak kali aduan mkn kkm tapi tiada tindakan lansung sedar suara aduan ikan bilis,negative
ph menyerahkan kuasa kerajaan tebuk atap tiada meninggal dunia akibat covid dirawat hanya tinggal disahkan sembuh sepenuh kenyataan ketua pengarah kkm kekalutan langkah sheraton kkm hilang tumpuan menyelaraskan pengawalan virus covid serentak dimasjid petaling diadakan himpunan tabligh sedunia kluster penularan covid sukar dibendung kesukaran berterusan dun dibubarkan dimana ahli politik berpesta berkempen walaupun sedar pendemik menular seo tidak mempedulikan mengejar kuasa rakyat jadi mangsa menuduh konon rakyat melanggar sop kkm punca pendemik tersebar luas laknat,negative
without full mco malaysia soon become like indonesia dangerous day also people break chains line also kesian frontliner doctor also,negative
terkejut angka ribu banyak kes better lockdown smntra area bantuan utamakan lockdown moga cepat turun kes dans stay safe everyone stay strong frontliner semoga wabak cepat amin,positive
hamdulil moga covid pulang asalnya ameen,positive
saudara covin tidak reda sakejap naik sakejap turun saudara nampak pkp di_sambung,negative
harap pkp kes menurun doa inshal mungkin puasa aidilfitri bermakna amin,positive
alhamdulillah 🤲 tak lama boleh puasa raya inshaal 🤲,positive
malaysian listening air suam advise cases lesser sad understand meant,negative
total lockdown meredakan covid,neutral
berkerja tiada pengurangan staff memo keluar semue kena kerja pkp wayang,negative
alhmduli turun walaupun sakit harap esok kekal turun trun 🤲,positive
tengok kes sampai ribu pkp bukan pkp sekolah buka tadika buka shopping mall buka peniaga dilarang cari duit 😌,negative
alhamdulillah jhor turun,positive
alhamdulillah harap solat terawih ramadhan,neutral
tolak capur kali total lockdown mepeh terik,neutral
ribu masuk keluar esok ribu masuk keluar ulang sampai,negative
mohon pkpd rakyat tidak rentas negeri 😂,neutral
pru case covid menerus mencanak naik kerakusan sang politaik obses rembut kuasa nyawa rakyat jadi taruhan sop kelaut berkempen rakyat salahkan penjagaan sop pii balik,negative
terkantoi turun 😂 😂,positive
pkp peneng tidak pkp tidak boleh rentas daerah jalan boleh merata roadblock jalan utama camana pkp tidak faham,negative
ramai degil pasaraya boleh jalan family berkuasa pantau pasar tani pasaraya,negative
nampak penurunan kes baru naik kes sembuh alhamdulli,positive
banyak sektor berjalan pkp tidak pkp selagi pkp lompong segi pembukaan sektor kawalan sukar kerajaan mkn implimen sop ketat pkp,negative
betultu jangan cepat berputusasa berdoa baik semoga wabak cepat pergi muka bumi harapkan jangan lupe barisanhadapan berkeja keras kepentingan negara doakan kesehatan baik dilindungi kesulitan amin,positive
alhamduli green zone bulan bertarung covid,positive
alhamdulillah amin kurang semoga frontliner tabah sabar sikit boleh rehat,positive
turun naik,negative
sebenar mudah turun kwsp one pencarum tak kwsp kerajaan one ribu kerajaan pkp tegas tutup sektor sebulan kkm bergeja kkm contact rapat covid turun angka hanya sebulan faham maksud pendapat komen,negative
stress kerja pkp ramai manusia degil pkp suruh duduk uma sibuk soping tidak ikut sop display item not testing tapi degil bila tegur takleh terima otak tak berfungsi fikir report management staff kena ketatkan pkp 😭,negative
omg kematian naik kematian patuh sop keselamatan keluarga saudara saudari jangan lepak,negative
alhamdulillah harap teruslah menurun angka,positive
alhamdulillah menurun berterusan boleh pru amin,negative
takziah keluarga pesakit meninggal sembuh jaga diri,negative
alhamdulillah mangkin kurang kes semboh melebehi kes jangkitan terimakaseh esok kurang,positive
minggu boleh rentas negeri,neutral
said done anyone us going ask officals no bother commenting,negative
bahana pkp zero cap ayam sector ekonomi boleh berjalan kes meningkat ribu bukan allahuakhbar mari sujud akhirat dunia lemah lalai mohon total lockdown,negative
pkp tutup mungkin boleh putuskan penyebaran covid kesian barisanhadapan tidak berhenti bertugas,negative
mahukan selamatkan tanah tumpah darahku cewahh 🤭,positive
kesian warga kkm terlibat tapi ramai warganegara perangai sikap jahil tolol mungkin bila diri keluarga kena baru tunduk faham,negative
kkm habaq kawasan kejiranan ramai bawang berkumpul cicah pelam budak beramai main perumahan bukan sorg beramai baru tua mati kawasan jiran kenduri mati mask tidak pakai keliru pkp kena contact polis jiran ramai kerja polis 🥺,neutral
bila kerajaan buka sekolah takut covid duduk keluar bawa anak tidak risau,negative
allahuakhbar 😭 mohon buka masjid surau tiada upaya hanya pengampun penyayang ikut sop iktiar mohon buka masjid surau jemaah solat taubat perdana serentak malaysia angkat wabak secepat mungkin penyakit pengajaran menginsafi kesilapan bertaubat masjid turun rahmat 😭,negative
alhamdulillah jangan rntas negeri daerah sabar penting raya kumpul masa brkorban,positive
musykil kepala otak keci kes ribu total contoh manusia positif covid sumbat hospital sadin penyakit benda tiada kena mengena fikir meletop otak burung unta 🤔,negative
mengejar kedudukan diatas nampaknya bersaing rapat indonesia malaysia menduduki carta top genggaman masa berjalan baik,negative
alhamdulillah semoga turun kes mudahan harapan balik,positive
anak sekolah tidak boleh tapi bawa anak melancong mkn kenduri boleh duduk kes koi meningkat,negative
bukan covid malaysia masa rakyat china depa kuarantin follow berita covid tengok penat tengok duduk lagu mungkin rakyat malaysia malas follow sop gelombang follow sop balik rumah tidak jumpa anak mandi salin baju spray rumah dettol jadi malas penat letih hanya segelintir main peranan come bangkit balik lwn mulakan masa pkp bangkit merepek,negative
kes kena pkp kaw emm,negative
alhamdulillah terkawal,positive
covid reti takut vaccine sampai malaysia pandai menurun,positive
jangan kluster pian 🤔 🤔,negative
pkp sebulan turun digit angka,positive
alhamdulillah harap menurun terima kasih frontliner,positive
susah turun pkp longgar sikit naik kes baru turun sikit pkp susah patuh sop,negative
genap setahun cecah mangsa covid allahuakbar,negative
semangat frontliner perlukan semangat malaysia bangkit,positive
zero alhamdulillah harap amin,positive
kekal juara persembahan mantap,negative
tengok kes sembuh saudara saudari masuk keluar okay 😅,positive
esok boleh rentas daerah jadi,neutral
kebanyakan kes kilang penjara terkawal,neutral
alhamdulillah 🤲 kes berkurang semoga berterusan berkurangan lenyap virus corona norma baru jaga jarak jaga sop,positive
ekonomi turun pkp soalan kes naik ekonomi turun tidak ekonomi rakyat menyumbang ekonomi berterusan rakyat lumpuh ekonomi boleh naik pilih susah terkawal tunggu frontliner lumpuh baru pkp,negative
ribu mac ribu april zero alhamdulillah boleh berpuasa beraya penuh aman damai amin,positive
pkp tahi kucing penuh merayau landaikan graf baik pkp dikurung tempoh minggu graf menurun angka baru pkpb buka sektor terkawal ekonomi kukuh strategi haprak,negative
mungkin pakar ubat ubatan kkm jumpa ubat sesuai pesakit covid kes sembuh meningkat allahuaallam,positive
perhatikan angka kematian boleh kematian terkorban menghampiri angka harap keluarga terlibat bersabar dugaan angkatlah covid bumi secepat mungkin amin,negative
kes sembuh minggu tinggi tanpa vaksin,positive
punca pandemic corona virus angka tinggi didalam negara pendatang asing kerajaan wajib hantar balik kenegara mengugat kesihatan kesejahteraan pekerjaan kehidupan rakyat negara selagi didalam negara usah berharap memutuskan rangkaian wabak malaysia lenyap dipeta dunia chase,negative
proper mco nw happening look like mco freedomly people going around kindly think abt people frontliners thy also human gt family dun sacrifice human life economy 🙏,negative
alhamdulillah takmau happy kang tetiba mencanak naik moga perubahan positif amin penat layan pkp,positive
salahkan politik kuasa kerna punca pru merebak tapi bila kelonggaran begerak tidak sop ditetapkan sampai senang merebak 😌 salah tak payah tuding jari telunjuk 😌 😌,negative
perhh tak kalah guana kerja,negative
diperhatikan baik kenaikan pesakit baru sembuh baru seakan berbeza tidak banyak contoh jagi faham andai pesakit baru sembuh kurang pesakit sembuh kejar mengejar statistik pesakit baru pesakit sembuh,neutral
alhamdulillah syukur nikmat taala semoga dilindungi musibah dirahmati taala,positive
komen ikut sop 😆,negative
walaupun kes turun tinggal harap rentas negeri tidak dibuka majlis melibatkan ramai pengunjung tidak benarkan kes angka,positive
kes tinggi hotel buka masa kes rendah pkp harap penjelasan maki hamun,negative
tidak pkp jangan penting diri depa pikiaq depa tidak penyakit kronik hanya fikir tidak duit berumur penyakit kronik risau kes bertambah diabetes darah tinggi kena kerja walaupun kes meningkat tidak pkp risaukan keselamatan sihat kena covid boleh sembuh kronik penting diri poket,negative
moga covid cepat hilang,positive
belum menang jangan selesa karang raya dkat rumah sabar jaga sop,negative
time naik covid disuruh balik office nyawa rakyat diremehkan 😞 boleh wfh tidak covid virus tidak merebak petugas cleaner pekerja asing petugas syarikat kawalan covid ribu kes dianggap terkawal jangan cakap pakai mask tidak kena virus cite dengar pakai mask kena covid kalai ramai sekeliling banyak kena virus load tinggi tidak mati,negative
harap menurun kes covid esok sampai jadi sifar cmburu brunei drg tiada penjarakan sosial mask tda kes bila malaysia pulih balik sedia harap vaksin membantu,positive
hasil larangan rentas negeri 🤔,negative
baik anak rakyat vaksin terlbh selamat lepaskan anak sek protection,positive
pasal tinggi kureng kes,negative
tak bahaya covid bahaya tak sampai ribu sembuh ajar tengok betapa bahayanya virus kena tengok kes sembuh kes mati tidak bahaya namanya,negative
bila sekolah buka bising kes tinggi bila kelas bising tidak lngkap tak kelngkapan tidak faham salahkan pekerjaan slhkan frontliner tapi boleh diubah amalan baru ikut sop bantu berusaha bukan masa sling menyalahkan,negative
many waves corona still know political party knows also know implement wave corona sustain politics,negative
importantly take care no point arguing pointing fingers no end value life no point stress daily figures whether soaring dropping matter matters take care care health moral story attitude mentality,positive
semoga virus covid hilang muka bumi,positive
post nov cadangan pelaksanaan pkp terlambat nasi jadi bubur pertambahan kes mencecah esok lusa cecah malu negara heboh malaysia berjaya tangani covid tapi malaysia kes tinggi positif harian keputusan diambil hanya mementingkan tanpa memikirkan jangka pkp tapi menyedihkan pertambahan bila kematian,negative
syukur alhamdulillah muga boleh balik kampung jumpa kuarga lama tak balik takut bahaya kuarga kampung tahanlah insha clear balik amin,positive
bersedia hantar anak sekolah gembiranya,positive
dugaan hikmah disebaliknya semoga cepat,neutral
sek buka kes tinggi banyak kawasan zon merah,negative
need vaccine look,neutral
pesakit covid rawatan tidak vaccine faedah sehat cobaan,negative
pkp melaksanakan cepat pembukaan sekolah jangan ambil risiko,negative
kkm sop unreliable purposely not swab test everyone household positive case household tested,negative
alhamdulillah sinar baharu malaysia turun balik semoga menurun lesap covid dunia,positive
alhamdulillah turun kena biasakan diri norma baru hidup kena tapi masa kena jaga diri jaga kebersihan ikut sop jgak maknanya kena jaga jarak bila rumah tpt ramai bsesak pakai mask sntiasa sabun sanitizer tangan bila pegang kena biasakan diri keluar bila umah ahli keluarga sakit berisiko doakan baik mudahan wabak covid muka bumi amin,positive
target ribu kali target ribu letak saja ribu,negative
yeay baru holiday rentas daerah hantar anak buah sekolah semoga kes menurun menjelang ogos 😉,positive
berdoa positive usaha positive bertawakkal guys mematuhi sop semoga mendengar luahan doa dikurangkan kes izinnya amin,positive
alhamdulillah kurang kes,positive
syukur alhamdulillah mari bersyukur wabak covid turun pulih sediakala,positive
penting anti bodi kena kuat mkn buah oren tak vitamin jangan segan jemor diri panas duduk sekurang min,neutral
pintu sempadan negeri banyak sampai negeri bersempadan tapi kes covid tidak melampau terima kasih pengawal sempadan terbaik rakyat patuh tidak keluar masuk sesuka hati,positive
jangan kelonggaran pkp bercambah smu kes,negative
merisaukan kes kematian angka,negative
angka kematian 😔 kalangan rakyat tidak percaya kewujudan virus ambil mudah mangsa tua bila maut mengundang baru percaya terlambat time salahkan,negative
berebut takhta diikuti berlumba,neutral
nampaknya tidak berniat menyerahkan jawatan admin 🤣,neutral
pasukan terunggul juara bertahan saingan hebat dikedudukan kekal pingat gangsa akur pulang tanpa sebarang pingat ditempat persembahan mantap berentap memburu piala pkp zero edisi liga antarabangsa malaysia peningkatan permainan teramat memintas pasukan bolivia bulgaria malaysia diranking dunia,neutral
bertambah pkp masak,negative
alhamdulillah ktk berdoa semoga penyakit covid hilang muka,positive
boleh benarkan rentas negari,neutral
ramai solat sunat hajat taubat lindung selamatkan angkat wabak muka bumi mengampuni berkuasa 🤲 🤲 🤲,positive
bersepah kenduri standby takder raya,neutral
covid lenyap muka bumi malaysia tidak lama,positive
doa usaha ikhtiar tawakal negative senjata tidak bangsa agama doa baik semoga wabak lenyap muka bumi,positive
malaysia government must take action seriously cases getting bad worst,negative
pkp duit denda kes tidak turun kerja payah takut terlangar sop melayang duit susah,negative
beranak teman tak boleh masuk tak boleh jengah kejap susah kena czer bantuan teman 😌 😌 😌 harap nurse tak suruh sekian 😌,neutral
sembahyang ksmu sembahyangkan,negative
alhamdulillah syukur sekurang turun walaupun sikit semoga berkurangan covid lenyap bumi malaysia,positive
